区域,租房链接,房源名称,房屋基本信息,房屋来源,发布时间,房屋特点,最低价(元/月),最高价(元/月)
罗湖区,https://sz.zu.ke.com/zufang/SZ2057088321842053120.html,整租 · 靖轩豪苑 2室1厅,罗湖区-黄贝岭/70㎡/西南/2室1厅1卫/未知（32层）,国邦,1个月前发布,"公寓,精装,免中介费",8200,8200
罗湖区,https://sz.zu.ke.com/zufang/SZ2072870003732398080.html,整租 · 深业东岭 3室2厅,罗湖区-黄贝岭/89㎡/东南/3室2厅2卫/未知（38层）,平台优选房东,17天前发布,"在线签约,近地铁,精装,免中介费,双卫生间,随时看房",11000,11000
罗湖区,https://sz.zu.ke.com/zufang/SZ2073032774285271040.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/100㎡/南/3室2厅2卫/未知（39层）,平台优选房东,17天前发布,"在线签约,近地铁,精装,免中介费,双卫生间,随时看房",16000,16000
罗湖区,https://sz.zu.ke.com/zufang/SZ2073570372246044672.html,整租 · ONE 39 1室0厅,罗湖区-地王/30㎡/南/1室0厅1卫/未知（39层）,方园居公寓,16天前发布,"公寓,近地铁,精装,免中介费,随时看房",4288,4288
罗湖区,https://sz.zu.ke.com/zufang/SZ2074343493597405184.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/南/3室2厅2卫/未知（35层）,平台优选房东,15天前发布,"在线签约,近地铁,精装,免中介费,双卫生间,随时看房",18000,18000
罗湖区,https://sz.zu.ke.com/zufang/SZ2085251646702755840.html,整租 · 金鼎大厦 1室0厅,罗湖区-春风路/44㎡/南/1室0厅0卫/未知（28层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",5208,5208
罗湖区,https://sz.zu.ke.com/zufang/SZ2085284563130515456.html,合租 · 湖景花园 4室0厅,罗湖区-洪湖/8㎡/西/4室0厅0卫/未知（32层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1660,1660
罗湖区,https://sz.zu.ke.com/zufang/SZ2085287281098227712.html,合租 · 华丽西村 4室0厅,罗湖区-螺岭/8㎡/南/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1790,1790
罗湖区,https://sz.zu.ke.com/zufang/SZ2085291407153053696.html,合租 · 碧湖花园 4室0厅,罗湖区-洪湖/8㎡/南/4室0厅0卫/未知（33层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2160,2160
罗湖区,https://sz.zu.ke.com/zufang/SZ2085294438594387968.html,合租 · 翠景山庄 5室0厅,罗湖区-布心/9㎡/南/5室0厅0卫/未知（15层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1660,1660
罗湖区,https://sz.zu.ke.com/zufang/SZ2085299098072137728.html,合租 · 港逸豪庭 4室0厅,罗湖区-罗湖口岸/6㎡/西/4室0厅0卫/未知（43层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1730,1730
罗湖区,https://sz.zu.ke.com/zufang/SZ2085300391067009024.html,合租 · 经典家园 4室0厅,罗湖区-地王/11㎡/东/4室0厅0卫/未知（28层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",3130,3130
罗湖区,https://sz.zu.ke.com/zufang/SZ2085301199032295424.html,合租 · 锦星花园 4室0厅,罗湖区-黄贝岭/10㎡/北/4室0厅0卫/未知（6层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1890,1890
罗湖区,https://sz.zu.ke.com/zufang/SZ2085303797655281664.html,合租 · 庐山花园 4室0厅,罗湖区-罗湖口岸/11㎡/东北/4室0厅0卫/未知（30层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2230,2230
罗湖区,https://sz.zu.ke.com/zufang/SZ2085303903611789312.html,合租 · 华瑞大厦 5室0厅,罗湖区-万象城/8㎡/北/5室0厅0卫/未知（33层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2460,2460
罗湖区,https://sz.zu.ke.com/zufang/SZ2085311653544730624.html,整租 · 汇鑫花园 2室0厅,罗湖区-黄贝岭/62㎡/北/2室0厅0卫/未知（9层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",6752,6752
罗湖区,https://sz.zu.ke.com/zufang/SZ2085311791730270208.html,合租 · 长富花园 4室0厅,罗湖区-布心/12㎡/北/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1730,1730
罗湖区,https://sz.zu.ke.com/zufang/SZ2085315078361989120.html,合租 · 鹏城花园 4室0厅,罗湖区-布心/11㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1560,1560
罗湖区,https://sz.zu.ke.com/zufang/SZ2085315150478311424.html,合租 · 马古岭小区 3室0厅,罗湖区-翠竹/12㎡/东/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2060,2060
罗湖区,https://sz.zu.ke.com/zufang/SZ2085319782902530048.html,合租 · 金景花园 3室0厅,罗湖区-银湖/7㎡/南/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1890,1890
罗湖区,https://sz.zu.ke.com/zufang/SZ2085321478299197440.html,合租 · 外运宿舍大院 3室0厅,罗湖区-地王/12㎡/西南/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2060,2060
罗湖区,https://sz.zu.ke.com/zufang/SZ2085324387040362496.html,合租 · 华丽西村 4室0厅,罗湖区-螺岭/8㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1730,1730
罗湖区,https://sz.zu.ke.com/zufang/SZ2085325259833622528.html,合租 · 田苑小区 5室0厅,罗湖区-翠竹/11㎡/东/5室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2160,2160
罗湖区,https://sz.zu.ke.com/zufang/SZ2085327951309570048.html,合租 · 嘉宝田花园 3室0厅,罗湖区-笋岗/8㎡/东/3室0厅0卫/未知（16层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2390,2390
罗湖区,https://sz.zu.ke.com/zufang/SZ2085328394496507904.html,合租 · 东安花园 5室0厅,罗湖区-百仕达/8㎡/西/5室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1460,1460
罗湖区,https://sz.zu.ke.com/zufang/SZ2085290614840639488.html,合租 · 金盾花园 5室0厅,罗湖区-螺岭/15㎡/北/5室0厅0卫/未知（8层）,自如,今天发布,"公寓,独立卫生间,近地铁,免中介费,押一付一,新上,随时看房",2360,2360
罗湖区,https://sz.zu.ke.com/zufang/SZ2085276348317966336.html,合租 · 英达花园 5室0厅,罗湖区-布心/8㎡/东/5室0厅0卫/未知（29层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2190,2190
罗湖区,https://sz.zu.ke.com/zufang/SZ2085283045614551040.html,合租 · 翠盈嘉园 4室0厅,罗湖区-洪湖/11㎡/东/4室0厅0卫/未知（34层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2530,2530
罗湖区,https://sz.zu.ke.com/zufang/SZ2085289250332614656.html,合租 · 凤凰街58号大院 5室0厅,罗湖区-螺岭/10㎡/北/5室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1860,1860
罗湖区,https://sz.zu.ke.com/zufang/SZ2085294530626076672.html,合租 · 宁水花园 4室0厅,罗湖区-黄贝岭/12㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1660,1660
罗湖区,https://sz.zu.ke.com/zufang/SZ2085303849043623936.html,合租 · 景贝南小区 4室0厅,罗湖区-黄贝岭/12㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1990,1990
罗湖区,https://sz.zu.ke.com/zufang/SZ2085304540265463808.html,合租 · 贝丽花园 4室0厅,罗湖区-翠竹/11㎡/南/4室0厅0卫/未知（6层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1730,1730
罗湖区,https://sz.zu.ke.com/zufang/SZ2085305523208724480.html,合租 · 公路局大院 4室0厅,罗湖区-翠竹/9㎡/北/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1860,1860
罗湖区,https://sz.zu.ke.com/zufang/SZ2085306965025890304.html,合租 · 洪湖二街6号大院 4室0厅,罗湖区-洪湖/8㎡/南/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1530,1530
罗湖区,https://sz.zu.ke.com/zufang/SZ2085307455197691904.html,合租 · 东安花园 5室0厅,罗湖区-百仕达/6㎡/东/5室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1360,1360
罗湖区,https://sz.zu.ke.com/zufang/SZ2085311791830933504.html,合租 · 东安花园 4室0厅,罗湖区-百仕达/5㎡/西/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1290,1290
罗湖区,https://sz.zu.ke.com/zufang/SZ2085313255986962432.html,合租 · 大塘垅小区 4室0厅,罗湖区-地王/10㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1930,1930
罗湖区,https://sz.zu.ke.com/zufang/SZ2085319756185354240.html,合租 · 金景花园 3室0厅,罗湖区-银湖/13㎡/南/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2230,2230
罗湖区,https://sz.zu.ke.com/zufang/SZ2085319774942011392.html,合租 · 金景花园 3室0厅,罗湖区-银湖/9㎡/北/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1930,1930
罗湖区,https://sz.zu.ke.com/zufang/SZ2085320739413827584.html,合租 · 海富花园 3室0厅,罗湖区-黄贝岭/8㎡/南/3室0厅0卫/未知（32层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2090,2090
罗湖区,https://sz.zu.ke.com/zufang/SZ2085321300720754688.html,合租 · 景贝南小区 4室0厅,罗湖区-黄贝岭/17㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2290,2290
罗湖区,https://sz.zu.ke.com/zufang/SZ2085321995515871232.html,合租 · 马古岭小区 4室0厅,罗湖区-翠竹/11㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1990,1990
罗湖区,https://sz.zu.ke.com/zufang/SZ2085324629093916672.html,合租 · 景贝南小区 4室0厅,罗湖区-黄贝岭/8㎡/东南/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1590,1590
罗湖区,https://sz.zu.ke.com/zufang/SZ2085326033178853376.html,合租 · 都市名园 4室0厅,罗湖区-万象城/8㎡/南/4室0厅0卫/未知（32层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2630,2630
罗湖区,https://sz.zu.ke.com/zufang/SZ2085327101628006400.html,合租 · 新秀村南区 4室0厅,罗湖区-新秀/14㎡/北/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2260,2260
罗湖区,https://sz.zu.ke.com/zufang/SZ2085327989687992320.html,合租 · 嘉宝田花园 4室0厅,罗湖区-笋岗/8㎡/南/4室0厅0卫/未知（25层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2660,2660
罗湖区,https://sz.zu.ke.com/zufang/SZ2085328270899027968.html,合租 · 洪湖花园 4室0厅,罗湖区-洪湖/8㎡/西北/4室0厅0卫/未知（33层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2390,2390
罗湖区,https://sz.zu.ke.com/zufang/SZ2085307064934481920.html,合租 · 维富大厦 5室0厅,罗湖区-布心/9㎡/北/5室0厅0卫/未知（31层）,自如,今天发布,"公寓,独立卫生间,近地铁,免中介费,押一付一,新上,随时看房",2130,2130
罗湖区,https://sz.zu.ke.com/zufang/SZ2059088573121953792.html,整租 · 深业东岭 2室2厅,罗湖区-黄贝岭/72㎡/东南/2室2厅1卫/未知（39层）,平台优选房东,1个月前发布,"近地铁,精装,免中介费",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2060529517327826944.html,整租 · 深业东岭 2室2厅,罗湖区-黄贝岭/76㎡/东南/2室2厅1卫/未知（39层）,国邦,1个月前发布,"公寓,近地铁,精装,免中介费",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2068819726083571712.html,整租 · 华隆园 1室0厅,罗湖区-螺岭/41㎡/西南/1室0厅1卫/未知（24层）,百兴物业,23天前发布,"公寓,近地铁,精装,免中介费",3600,3600
罗湖区,https://sz.zu.ke.com/zufang/SZ2049423247564341248.html,整租 · 深业东岭 3室2厅,罗湖区-黄贝岭/87㎡/西北/3室2厅2卫/未知（39层）,无忧智寓,1个月前发布,"在线签约,公寓,近地铁,精装,免中介费,双卫生间,随时看房",9500,9500
罗湖区,https://sz.zu.ke.com/zufang/SZ2085252914917949440.html,整租 · 天俊大厦 2室0厅,罗湖区-春风路/84㎡/北/2室0厅0卫/未知（26层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",8432,8432
罗湖区,https://sz.zu.ke.com/zufang/SZ2085276611711598592.html,合租 · 翠华花园 4室0厅,罗湖区-黄贝岭/9㎡/东/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2160,2160
罗湖区,https://sz.zu.ke.com/zufang/SZ2085285788899622912.html,合租 · 松园南小区 4室0厅,罗湖区-地王/14㎡/南/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2160,2160
罗湖区,https://sz.zu.ke.com/zufang/SZ2085289218900230144.html,合租 · 华兴花园 4室0厅,罗湖区-新秀/7㎡/北/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1630,1630
罗湖区,https://sz.zu.ke.com/zufang/SZ2085291433451339776.html,合租 · 碧湖花园 4室0厅,罗湖区-洪湖/7㎡/北/4室0厅0卫/未知（33层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1560,1560
罗湖区,https://sz.zu.ke.com/zufang/SZ2085301732959076352.html,合租 · 景贝南小区 4室0厅,罗湖区-黄贝岭/7㎡/北/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1560,1560
罗湖区,https://sz.zu.ke.com/zufang/SZ2085305567232409600.html,合租 · 龙丽园 3室0厅,罗湖区-翠竹/10㎡/南/3室0厅0卫/未知（28层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2490,2490
罗湖区,https://sz.zu.ke.com/zufang/SZ2085306232532369408.html,合租 · 松泉山庄 4室0厅,罗湖区-布心/8㎡/北/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1660,1660
罗湖区,https://sz.zu.ke.com/zufang/SZ2085313749689827328.html,合租 · 洪湖花园 3室0厅,罗湖区-洪湖/6㎡/西南/3室0厅0卫/未知（33层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1790,1790
罗湖区,https://sz.zu.ke.com/zufang/SZ2085314548662796288.html,合租 · 宝龙苑 4室0厅,罗湖区-百仕达/8㎡/北/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1460,1460
罗湖区,https://sz.zu.ke.com/zufang/SZ2085321437589282816.html,合租 · 嘉宝田花园 3室0厅,罗湖区-笋岗/9㎡/南/3室0厅0卫/未知（16层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2560,2560
罗湖区,https://sz.zu.ke.com/zufang/SZ2085324046320271360.html,合租 · 凯悦华庭 3室0厅,罗湖区-春风路/9㎡/南/3室0厅0卫/未知（29层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2290,2290
罗湖区,https://sz.zu.ke.com/zufang/SZ2085327938710151168.html,合租 · 港逸豪庭 4室0厅,罗湖区-罗湖口岸/6㎡/北/4室0厅0卫/未知（43层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1890,1890
罗湖区,https://sz.zu.ke.com/zufang/SZ2085329730181005312.html,合租 · 海丽大厦 4室0厅,罗湖区-螺岭/7㎡/北/4室0厅0卫/未知（32层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1660,1660
罗湖区,https://sz.zu.ke.com/zufang/SZ2085296899752984576.html,合租 · 双城世纪 3室0厅,罗湖区-罗湖口岸/10㎡/西/3室0厅0卫/未知（29层）,自如,今天发布,"公寓,独立卫生间,近地铁,免中介费,押一付一,新上,随时看房",3130,3130
罗湖区,https://sz.zu.ke.com/zufang/SZ2085303890198675456.html,合租 · 港逸豪庭 4室0厅,罗湖区-罗湖口岸/11㎡/西/4室0厅0卫/未知（43层）,自如,今天发布,"公寓,独立卫生间,近地铁,免中介费,押一付一,新上,随时看房",2930,2930
罗湖区,https://sz.zu.ke.com/zufang/SZ2077366178460221440.html,整租 · 果园西小区 1室0厅,罗湖区-地王/8㎡/西南/1室0厅1卫/未知（6层）,平台优选房东,11天前发布,"在线签约,近地铁,精装,免中介费,随时看房",1680,1680
罗湖区,https://sz.zu.ke.com/zufang/SZ2041268634071859200.html,整租 · 世界金融中心 2室1厅 复式,罗湖区-万象城/45㎡/南/2室1厅1卫/未知（23层）,周周管家,2个月前发布,"在线签约,公寓,近地铁,精装,免中介费",7200,7200
罗湖区,https://sz.zu.ke.com/zufang/SZ2049427596982091776.html,整租 · 深业东岭 2室2厅,罗湖区-黄贝岭/73㎡/西南/2室2厅1卫/未知（38层）,无忧智寓,1个月前发布,"在线签约,公寓,近地铁,精装,免中介费",7800,7800
罗湖区,https://sz.zu.ke.com/zufang/SZ2049434538001563648.html,整租 · 深业东岭 2室2厅,罗湖区-黄贝岭/72㎡/西南/2室2厅1卫/未知（39层）,无忧智寓,1个月前发布,"在线签约,公寓,近地铁,精装,免中介费",7800,7800
罗湖区,https://sz.zu.ke.com/zufang/SZ2049659203974332416.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/南/3室2厅2卫/未知（39层）,平台优选房东,1个月前发布,"在线签约,近地铁,精装,免中介费,双卫生间",18000,18000
罗湖区,https://sz.zu.ke.com/zufang/SZ2057224704141295616.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/东南/3室2厅2卫/未知（35层）,国邦,1个月前发布,"公寓,近地铁,精装,免中介费,双卫生间",16800,16800
罗湖区,https://sz.zu.ke.com/zufang/SZ2058630771266027520.html,整租 · 深业东岭 2室2厅,罗湖区-黄贝岭/72㎡/西南/2室2厅1卫/未知（39层）,无忧智寓,1个月前发布,"在线签约,公寓,近地铁,精装,免中介费",7800,7800
罗湖区,https://sz.zu.ke.com/zufang/SZ2085285911381417984.html,合租 · 新秀村北区 3室0厅,罗湖区-新秀/10㎡/北/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1890,1890
罗湖区,https://sz.zu.ke.com/zufang/SZ2085294227511574528.html,合租 · 金景花园 4室0厅,罗湖区-银湖/7㎡/南/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1630,1630
罗湖区,https://sz.zu.ke.com/zufang/SZ2085295627243364352.html,合租 · 西湖花园 4室0厅,罗湖区-地王/8㎡/北/4室0厅0卫/未知（32层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1960,1960
罗湖区,https://sz.zu.ke.com/zufang/SZ2085296914324267008.html,合租 · 罗湖金岸大厦 3室0厅,罗湖区-罗湖口岸/6㎡/北/3室0厅0卫/未知（33层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1930,1930
罗湖区,https://sz.zu.ke.com/zufang/SZ2085299877683929088.html,合租 · 布心花园一区 4室0厅,罗湖区-布心/17㎡/北/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1790,1790
罗湖区,https://sz.zu.ke.com/zufang/SZ2085300874410213376.html,合租 · 泰丽苑 3室0厅,罗湖区-黄贝岭/10㎡/北/3室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1630,1630
罗湖区,https://sz.zu.ke.com/zufang/SZ2085300900582129664.html,合租 · 水贝供电局住宅小区 3室0厅,罗湖区-百仕达/9㎡/西/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1790,1790
罗湖区,https://sz.zu.ke.com/zufang/SZ2085301023710388224.html,合租 · 洪湖一街五号大院罗湖区 4室0厅,罗湖区-洪湖/9㎡/西/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1560,1560
罗湖区,https://sz.zu.ke.com/zufang/SZ2085303756232335360.html,合租 · 文华花园 3室0厅,罗湖区-黄贝岭/9㎡/南/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2160,2160
罗湖区,https://sz.zu.ke.com/zufang/SZ2085305345102069760.html,合租 · 龙丽园 4室0厅,罗湖区-翠竹/8㎡/西/4室0厅0卫/未知（28层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1730,1730
罗湖区,https://sz.zu.ke.com/zufang/SZ2085305581291175936.html,合租 · 公路局大院 4室0厅,罗湖区-翠竹/7㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1560,1560
罗湖区,https://sz.zu.ke.com/zufang/SZ2085306334168743936.html,合租 · 128大院 5室0厅,罗湖区-东门/21㎡/东/5室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2630,2630
罗湖区,https://sz.zu.ke.com/zufang/SZ2085307180218580992.html,合租 · 鹏城花园 4室0厅,罗湖区-布心/10㎡/东/4室0厅0卫/未知（8层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1530,1530
罗湖区,https://sz.zu.ke.com/zufang/SZ2085308354061664256.html,合租 · 翠苑住宅小区 4室0厅,罗湖区-百仕达/12㎡/北/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1790,1790
罗湖区,https://sz.zu.ke.com/zufang/SZ2085313476498030592.html,合租 · 云峰花园 3室0厅,罗湖区-春风路/10㎡/东/3室0厅0卫/未知（33层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",3130,3130
罗湖区,https://sz.zu.ke.com/zufang/SZ2085313765032591360.html,合租 · 宁水花园 4室0厅,罗湖区-黄贝岭/12㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1730,1730
罗湖区,https://sz.zu.ke.com/zufang/SZ2085315135378817024.html,合租 · 马古岭小区 3室0厅,罗湖区-翠竹/11㎡/东/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1960,1960
罗湖区,https://sz.zu.ke.com/zufang/SZ2085321362469298176.html,合租 · 外运宿舍大院 3室0厅,罗湖区-地王/9㎡/东北/3室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1960,1960
罗湖区,https://sz.zu.ke.com/zufang/SZ2085321425392517120.html,合租 · 峰景台大厦 4室0厅,罗湖区-黄贝岭/8㎡/西/4室0厅0卫/未知（28层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1930,1930
罗湖区,https://sz.zu.ke.com/zufang/SZ2085322843386036224.html,合租 · 华丽园 4室0厅,罗湖区-翠竹/10㎡/北/4室0厅0卫/未知（25层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2830,2830
罗湖区,https://sz.zu.ke.com/zufang/SZ2085324041983901696.html,合租 · 文华花园 4室0厅,罗湖区-黄贝岭/9㎡/北/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1730,1730
罗湖区,https://sz.zu.ke.com/zufang/SZ2085325301163753472.html,合租 · 中华花园 4室0厅,罗湖区-布心/9㎡/南/4室0厅0卫/未知（29层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1990,1990
罗湖区,https://sz.zu.ke.com/zufang/SZ2085326007543267328.html,合租 · 大塘垅小区 4室0厅,罗湖区-地王/7㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1590,1590
罗湖区,https://sz.zu.ke.com/zufang/SZ2085326048118964224.html,合租 · 港逸豪庭 4室0厅,罗湖区-罗湖口岸/8㎡/南/4室0厅0卫/未知（43层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2360,2360
罗湖区,https://sz.zu.ke.com/zufang/SZ2085325301230862336.html,合租 · 维富大厦 6室0厅,罗湖区-布心/19㎡/南/6室0厅0卫/未知（31层）,自如,今天发布,"公寓,独立卫生间,近地铁,免中介费,押一付一,新上,随时看房",2390,2390
罗湖区,https://sz.zu.ke.com/zufang/SZ2051254625763328000.html,整租 · 中海天钻 4室2厅,罗湖区-万象城/120㎡/南/4室2厅2卫/未知（35层）,邦代物业,1个月前发布,"近地铁,精装,免中介费,双卫生间",14500,14500
罗湖区,https://sz.zu.ke.com/zufang/SZ2056503821747617792.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/100㎡/南/3室2厅2卫/未知（39层）,平台优选房东,1个月前发布,"在线签约,近地铁,精装,免中介费,双卫生间",16000,16000
罗湖区,https://sz.zu.ke.com/zufang/SZ2085294307480174592.html,合租 · 都市名园 5室0厅,罗湖区-万象城/11㎡/南/5室0厅0卫/未知（32层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2760,2760
罗湖区,https://sz.zu.ke.com/zufang/SZ2085295725507248128.html,合租 · 新秀村南区 4室0厅,罗湖区-新秀/10㎡/南/4室0厅0卫/未知（7层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1890,1890
罗湖区,https://sz.zu.ke.com/zufang/SZ2085302380156690432.html,合租 · 深宝住宅区 4室0厅,罗湖区-翠竹/11㎡/北/4室0厅0卫/未知（9层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",1790,1790
罗湖区,https://sz.zu.ke.com/zufang/SZ2085306392906317824.html,合租 · 雍翠华府 3室0厅,罗湖区-布心/9㎡/东/3室0厅0卫/未知（35层）,自如,今天发布,"公寓,近地铁,免中介费,押一付一,新上,随时看房",2290,2290
